date,weekday,month,year,is_schoolholiday,is_holiday,is_holiday_next2days,store,product,rain,temperature,promotion_currentweek,promotion_lastweek
2017-05-05,THU,MAY,2017,0,0,0,20,101,0.0,9.5,0,0
2017-05-06,FRI,MAY,2017,0,0,0,20,101,0.2,12.1,0,0
2017-05-07,SAT,MAY,2017,0,0,0,20,101,11.1,12.3,0,0
2017-05-08,SUN,MAY,2017,0,0,0,20,101,1.0,8.7,0,0
2017-05-09,MON,MAY,2017,0,0,0,20,101,0.1,7.4,0,0
2017-05-10,TUE,MAY,2017,0,0,0,20,101,0.0,8.6,0,0
2017-05-11,WED,MAY,2017,0,0,0,20,101,0.9,13.6,0,0
2017-05-12,THU,MAY,2017,0,0,0,20,101,3.8,14.5,0,0
2017-05-13,FRI,MAY,2017,0,0,0,20,101,2.6,14.9,0,0
2017-05-14,SAT,MAY,2017,0,0,0,20,101,2.1,14.1,0,0
2017-05-15,SUN,MAY,2017,0,0,0,20,101,0.0,13.9,0,0
2017-05-16,MON,MAY,2017,0,0,0,20,101,0.0,15.1,0,0
2017-05-17,TUE,MAY,2017,0,0,0,20,101,0.0,18.2,0,0
2017-05-18,WED,MAY,2017,0,0,0,20,101,7.1,17.7,0,0
2017-05-19,THU,MAY,2017,0,0,0,20,101,9.6,12.6,0,0
2017-05-20,FRI,MAY,2017,0,0,0,20,101,0.0,10.8,0,0
2017-05-21,SAT,MAY,2017,0,0,0,20,101,0.0,12.7,0,0
2017-05-22,SUN,MAY,2017,0,0,0,20,101,0.0,15.2,0,0
2017-05-23,MON,MAY,2017,0,0,1,20,101,0.0,17.9,0,0
2017-05-24,TUE,MAY,2017,0,0,1,20,101,4.1,14.9,0,0
2017-05-25,WED,MAY,2017,0,1,0,20,101,0.0,15.4,0,0
2017-05-26,THU,MAY,2017,0,0,0,20,101,0.0,16.4,0,0
2017-05-27,FRI,MAY,2017,0,0,0,20,101,0.0,19.1,0,0
2017-05-28,SAT,MAY,2017,0,0,0,20,101,0.0,21.0,0,0
2017-05-29,SUN,MAY,2017,0,0,0,20,101,5.0,23.1,0,0
2017-05-30,MON,MAY,2017,0,0,0,20,101,13.9,19.9,0,0
2017-05-31,TUE,MAY,2017,0,0,0,20,101,0.0,17.9,0,0
2017-06-01,WED,JUN,2017,0,0,0,20,101,0.0,18.0,0,0
2017-06-02,THU,JUN,2017,0,0,1,20,101,0.0,20.0,0,0
2017-06-03,FRI,JUN,2017,0,0,1,20,101,22.0,19.3,0,0
2017-06-04,SAT,JUN,2017,0,1,1,20,101,0.5,15.6,0,0
2017-06-05,SUN,JUN,2017,0,1,0,20,101,4.5,13.1,0,0
2017-06-06,MON,JUN,2017,1,0,0,20,101,1.2,13.0,0,0
2017-06-07,TUE,JUN,2017,1,0,0,20,101,0.9,11.6,0,0
2017-06-08,WED,JUN,2017,1,0,0,20,101,0.0,14.2,0,0
2017-06-09,THU,JUN,2017,1,0,0,20,101,13.1,14.7,0,0
2017-06-10,FRI,JUN,2017,1,0,0,20,101,0.0,14.7,0,0
2017-06-11,SAT,JUN,2017,1,0,0,20,101,0.0,19.9,0,0
2017-06-12,SUN,JUN,2017,1,0,0,20,101,0.0,19.1,0,0
2017-06-13,MON,JUN,2017,1,0,1,20,101,0.0,15.9,0,0
2017-06-14,TUE,JUN,2017,1,0,1,20,101,0.0,17.1,0,0
2017-06-15,WED,JUN,2017,1,1,0,20,101,0.0,20.5,0,0
2017-06-16,THU,JUN,2017,1,0,0,20,101,0.0,18.5,0,0
2017-06-17,FRI,JUN,2017,0,0,0,20,101,0.1,15.6,0,0
2017-06-18,SAT,JUN,2017,0,0,0,20,101,0.0,18.5,0,0
2017-06-19,SUN,JUN,2017,0,0,0,20,101,0.0,20.1,0,0
2017-06-20,MON,JUN,2017,0,0,0,20,101,0.0,22.3,0,0
2017-06-21,TUE,JUN,2017,0,0,0,20,101,0.0,23.3,0,0
2017-06-22,WED,JUN,2017,0,0,0,20,101,0.0,24.2,0,0
2017-06-23,THU,JUN,2017,0,0,0,20,101,0.0,21.8,0,0
2017-06-24,FRI,JUN,2017,0,0,0,20,101,0.0,18.5,0,0
2017-06-25,SAT,JUN,2017,0,0,0,20,101,0.0,18.7,0,0
2017-06-26,SUN,JUN,2017,0,0,0,20,101,2.0,21.6,0,0
2017-06-27,MON,JUN,2017,0,0,0,20,101,8.0,19.5,0,0
2017-06-28,TUE,JUN,2017,0,0,0,20,101,37.4,18.8,0,0
2017-06-29,WED,JUN,2017,0,0,0,20,101,5.2,16.5,0,0
2017-06-30,THU,JUN,2017,0,0,0,20,101,0.2,16.4,0,0
2017-07-01,FRI,JUL,2017,0,0,0,20,101,1.9,14.4,0,0
2017-07-02,SAT,JUL,2017,0,0,0,20,101,0.3,15.7,0,0
2017-07-03,SUN,JUL,2017,0,0,0,20,101,0.0,16.9,0,0
2017-07-04,MON,JUL,2017,0,0,0,20,101,0.0,18.1,0,0
2017-07-05,TUE,JUL,2017,0,0,0,20,101,0.0,20.3,0,0
2017-07-06,WED,JUL,2017,0,0,0,20,101,2.0,21.9,0,0
2017-07-07,THU,JUL,2017,0,0,0,20,101,1.2,21.8,0,0
2017-07-08,FRI,JUL,2017,0,0,0,20,101,0.0,23.0,0,0
2017-07-09,SAT,JUL,2017,0,0,0,20,101,1.5,22.8,0,0
2017-07-10,SUN,JUL,2017,0,0,0,20,101,10.7,19.9,0,0
2017-07-11,MON,JUL,2017,0,0,0,20,101,2.0,18.1,0,0
2017-07-12,TUE,JUL,2017,0,0,0,20,101,10.5,16.5,0,0
2017-07-13,WED,JUL,2017,0,0,0,20,101,0.0,14.6,0,0
2017-07-14,THU,JUL,2017,0,0,0,20,101,0.1,16.4,0,0
2017-07-15,FRI,JUL,2017,0,0,0,20,101,0.0,14.8,0,0
2017-07-16,SAT,JUL,2017,0,0,0,20,101,0.0,17.4,0,0
2017-07-17,SUN,JUL,2017,0,0,0,20,101,0.0,20.3,0,0
2017-07-18,MON,JUL,2017,0,0,0,20,101,0.0,22.4,0,0
2017-07-19,TUE,JUL,2017,0,0,0,20,101,0.0,24.4,0,0
2017-07-20,WED,JUL,2017,0,0,0,20,101,0.7,19.8,1,0
2017-07-21,THU,JUL,2017,0,0,0,20,101,26.8,20.9,1,0
2017-07-22,FRI,JUL,2017,0,0,0,20,101,0.0,20.4,1,0
2017-07-23,SAT,JUL,2017,0,0,0,20,101,0.2,18.6,1,0
2017-07-24,SUN,JUL,2017,0,0,0,20,101,4.6,14.4,1,0
2017-07-25,MON,JUL,2017,0,0,0,20,101,26.9,13.1,1,0
2017-07-26,TUE,JUL,2017,0,0,0,20,101,2.2,14.7,1,0
2017-07-27,WED,JUL,2017,1,0,0,20,101,3.9,16.1,0,1
2017-07-28,THU,JUL,2017,1,0,0,20,101,0.0,17.1,0,1
2017-07-29,FRI,JUL,2017,1,0,0,20,101,0.0,19.4,0,1
2017-07-30,SAT,JUL,2017,1,0,0,20,101,0.6,20.8,0,1
2017-07-31,SUN,JUL,2017,1,0,0,20,101,1.8,20.2,0,1
2017-08-01,MON,AUG,2017,1,0,0,20,101,1.3,21.9,0,1
2017-08-02,TUE,AUG,2017,1,0,0,20,101,18.2,21.6,0,1
2017-08-03,WED,AUG,2017,1,0,0,20,101,0.2,20.7,0,0
2017-08-04,THU,AUG,2017,1,0,0,20,101,0.0,19.2,0,0
2017-08-05,FRI,AUG,2017,1,0,0,20,101,3.6,18.1,0,0
2017-08-06,SAT,AUG,2017,1,0,0,20,101,0.0,16.1,0,0
2017-08-07,SUN,AUG,2017,1,0,0,20,101,0.0,17.0,0,0
2017-08-08,MON,AUG,2017,1,0,0,20,101,0.0,17.4,0,0
2017-08-09,TUE,AUG,2017,1,0,0,20,101,12.4,17.5,0,0
2017-08-10,WED,AUG,2017,1,0,0,20,101,5.3,13.9,0,0
2017-08-11,THU,AUG,2017,1,0,0,20,101,8.8,13.5,0,0
2017-08-12,FRI,AUG,2017,1,0,0,20,101,0.6,14.3,0,0
2017-08-13,SAT,AUG,2017,1,0,0,20,101,1.9,16.3,0,0
2017-08-14,SUN,AUG,2017,1,0,0,20,101,0.0,19.4,0,0
2017-08-15,MON,AUG,2017,1,0,0,20,101,0.5,20.0,0,0
2017-08-16,TUE,AUG,2017,1,0,0,20,101,16.1,19.7,0,0
2017-08-17,WED,AUG,2017,1,0,0,20,101,0.0,20.1,0,0
2017-08-18,THU,AUG,2017,1,0,0,20,101,1.3,19.0,0,0
2017-08-19,FRI,AUG,2017,1,0,0,20,101,0.0,15.5,0,0
2017-08-20,SAT,AUG,2017,1,0,0,20,101,0.0,13.8,0,0
2017-08-21,SUN,AUG,2017,1,0,0,20,101,0.0,14.0,0,0
2017-08-22,MON,AUG,2017,1,0,0,20,101,0.0,15.1,0,0
2017-08-23,TUE,AUG,2017,1,0,0,20,101,0.0,17.6,0,0
2017-08-24,WED,AUG,2017,1,0,0,20,101,0.0,18.4,0,0
2017-08-25,THU,AUG,2017,1,0,0,20,101,0.0,19.9,0,0
2017-08-26,FRI,AUG,2017,1,0,0,20,101,0.0,20.8,0,0
2017-08-27,SAT,AUG,2017,1,0,0,20,101,0.0,20.1,0,0
2017-08-28,SUN,AUG,2017,1,0,0,20,101,0.0,19.6,0,0
2017-08-29,MON,AUG,2017,1,0,0,20,101,0.0,20.0,0,0
2017-08-30,TUE,AUG,2017,1,0,0,20,101,1.1,21.5,0,0
2017-08-31,WED,AUG,2017,1,0,0,20,101,2.7,17.0,0,0
2017-09-01,THU,SEP,2017,1,0,0,20,101,0.0,13.8,0,0
2017-09-02,FRI,SEP,2017,1,0,0,20,101,0.2,12.5,0,0
2017-09-03,SAT,SEP,2017,1,0,0,20,101,0.0,11.6,0,0
2017-09-04,SUN,SEP,2017,1,0,0,20,101,0.3,13.1,0,0
2017-09-05,MON,SEP,2017,1,0,0,20,101,0.3,18.0,0,0
2017-09-06,TUE,SEP,2017,1,0,0,20,101,0.8,16.7,0,0
2017-09-07,WED,SEP,2017,1,0,0,20,101,0.0,13.8,0,0
2017-09-08,THU,SEP,2017,1,0,0,20,101,0.2,14.4,0,0
2017-09-09,FRI,SEP,2017,1,0,0,20,101,1.7,13.6,0,0
2017-09-10,SAT,SEP,2017,0,0,0,20,101,0.0,12.6,0,0
2017-09-11,SUN,SEP,2017,0,0,0,20,101,3.1,11.3,0,0
2017-09-12,MON,SEP,2017,0,0,0,20,101,0.2,12.1,0,0
2017-09-13,TUE,SEP,2017,0,0,0,20,101,37.3,12.2,0,0
2017-09-14,WED,SEP,2017,0,0,0,20,101,17.6,10.3,0,0
2017-09-15,THU,SEP,2017,0,0,0,20,101,0.1,10.8,0,0
2017-09-16,FRI,SEP,2017,0,0,0,20,101,1.1,8.7,0,0
2017-09-17,SAT,SEP,2017,0,0,0,20,101,0.0,9.6,0,0
2017-09-18,SUN,SEP,2017,0,0,0,20,101,0.0,10.2,0,0
2017-09-19,MON,SEP,2017,0,0,0,20,101,0.1,10.4,0,0
2017-09-20,TUE,SEP,2017,0,0,0,20,101,3.1,10.7,0,0
2017-09-21,WED,SEP,2017,0,0,0,20,101,0.0,10.3,0,0
2017-09-22,THU,SEP,2017,0,0,0,20,101,0.0,11.2,0,0
2017-09-23,FRI,SEP,2017,0,0,0,20,101,0.0,12.4,0,0
2017-09-24,SAT,SEP,2017,0,0,0,20,101,5.9,12.3,0,0
2017-09-25,SUN,SEP,2017,0,0,0,20,101,0.0,12.3,0,0
2017-09-26,MON,SEP,2017,0,0,0,20,101,0.1,13.3,0,0
2017-09-27,TUE,SEP,2017,0,0,0,20,101,0.0,12.7,0,0
2017-09-28,WED,SEP,2017,0,0,0,20,101,0.0,14.3,0,0
2017-09-29,THU,SEP,2017,0,0,0,20,101,0.0,15.8,0,0
2017-09-30,FRI,SEP,2017,0,0,0,20,101,4.2,14.7,0,0
2017-10-01,SAT,OCT,2017,0,0,1,20,101,0.0,10.3,0,0
2017-10-02,SUN,OCT,2017,0,0,1,20,101,15.3,11.6,0,0
2017-10-03,MON,OCT,2017,0,1,0,20,101,0.5,11.2,0,0
2017-10-04,TUE,OCT,2017,0,0,0,20,101,0.0,9.5,0,0
2017-10-05,WED,OCT,2017,0,0,0,20,101,4.2,11.0,0,0
2017-10-06,THU,OCT,2017,0,0,0,20,101,0.7,8.3,0,0
2017-10-07,FRI,OCT,2017,0,0,0,20,101,2.4,9.2,0,0
2017-10-08,SAT,OCT,2017,0,0,0,20,101,2.2,10.9,0,0
2017-10-09,SUN,OCT,2017,0,0,0,20,101,0.1,10.7,0,0
2017-10-10,MON,OCT,2017,0,0,0,20,101,1.5,10.8,0,0
2017-10-11,TUE,OCT,2017,0,0,0,20,101,0.0,11.4,0,0
2017-10-12,WED,OCT,2017,0,0,0,20,101,0.0,12.2,0,0
2017-10-13,THU,OCT,2017,0,0,0,20,101,0.0,13.5,0,0
2017-10-14,FRI,OCT,2017,0,0,0,20,101,0.0,12.3,0,0
2017-10-15,SAT,OCT,2017,0,0,0,20,101,0.0,11.7,0,0
2017-10-16,SUN,OCT,2017,0,0,0,20,101,0.0,12.1,0,0
2017-10-17,MON,OCT,2017,0,0,0,20,101,0.0,11.3,0,0
2017-10-18,TUE,OCT,2017,0,0,0,20,101,0.0,10.4,0,0
2017-10-19,WED,OCT,2017,0,0,0,20,101,0.0,10.9,0,0
2017-10-20,THU,OCT,2017,0,0,0,20,101,0.2,11.4,0,0
2017-10-21,FRI,OCT,2017,0,0,0,20,101,4.1,11.2,0,0
2017-10-22,SAT,OCT,2017,0,0,0,20,101,1.1,8.7,0,0
2017-10-23,SUN,OCT,2017,0,0,0,20,101,0.0,8.7,0,0
2017-10-24,MON,OCT,2017,0,0,0,20,101,0.5,10.8,0,0
2017-10-25,TUE,OCT,2017,0,0,0,20,101,0.0,11.8,0,0
2017-10-26,WED,OCT,2017,0,0,0,20,101,1.6,9.7,0,0
2017-10-27,THU,OCT,2017,0,0,0,20,101,1.3,9.5,0,0
2017-10-28,FRI,OCT,2017,0,0,0,20,101,2.9,7.3,0,0
2017-10-29,SAT,OCT,2017,0,0,1,20,101,4.7,8.3,0,0
2017-10-30,SUN,OCT,2017,1,0,1,20,101,0.0,5.4,0,0
2017-10-31,MON,OCT,2017,1,1,1,20,101,0.3,4.1,0,0
2017-11-01,TUE,NOV,2017,1,1,0,20,101,0.0,6.8,0,0
2017-11-02,WED,NOV,2017,1,0,0,20,101,0.0,8.6,0,0
2017-11-03,THU,NOV,2017,1,0,0,20,101,0.0,5.8,0,0
2017-11-04,FRI,NOV,2017,0,0,0,20,101,1.2,6.6,0,0
2017-11-05,SAT,NOV,2017,0,0,0,20,101,5.3,6.8,0,0
2017-11-06,SUN,NOV,2017,0,0,0,20,101,0.0,4.3,0,0
2017-11-07,MON,NOV,2017,0,0,0,20,101,0.0,5.4,0,0
2017-11-08,TUE,NOV,2017,0,0,0,20,101,2.3,6.2,0,0
2017-11-09,WED,NOV,2017,0,0,0,20,101,0.2,6.3,0,0
2017-11-10,THU,NOV,2017,0,0,0,20,101,3.3,4.8,0,0
2017-11-11,FRI,NOV,2017,0,0,0,20,101,6.9,4.9,0,0
2017-11-12,SAT,NOV,2017,0,0,0,20,101,16.6,2.3,0,0
2017-11-13,SUN,NOV,2017,0,0,0,20,101,0.4,2.3,0,0
2017-11-14,MON,NOV,2017,0,0,0,20,101,0.0,-0.4,0,0
2017-11-15,TUE,NOV,2017,0,0,0,20,101,0.0,0.7,0,0
2017-11-16,WED,NOV,2017,0,0,0,20,101,0.2,1.5,0,0
2017-11-17,THU,NOV,2017,0,0,0,20,101,0.0,2.7,0,0
2017-11-18,FRI,NOV,2017,0,0,0,20,101,5.2,3.6,0,0
2017-11-19,SAT,NOV,2017,0,0,0,20,101,0.4,3.5,0,0
2017-11-20,SUN,NOV,2017,0,0,0,20,101,0.8,2.8,0,0
2017-11-21,MON,NOV,2017,0,0,0,20,101,1.2,5.9,0,0
2017-11-22,TUE,NOV,2017,0,0,0,20,101,0.0,4.4,0,0
2017-11-23,WED,NOV,2017,0,0,0,20,101,0.0,5.9,0,0
2017-11-24,THU,NOV,2017,0,0,0,20,101,6.3,9.5,0,0
2017-11-25,FRI,NOV,2017,0,0,0,20,101,7.0,5.1,0,0
2017-11-26,SAT,NOV,2017,0,0,0,20,101,0.1,1.6,0,0
2017-11-27,SUN,NOV,2017,0,0,0,20,101,21.4,2.5,0,0
2017-11-28,MON,NOV,2017,0,0,0,20,101,3.9,3.4,0,0
2017-11-29,TUE,NOV,2017,0,0,0,20,101,1.0,1.0,0,0
2017-11-30,WED,NOV,2017,0,0,0,20,101,1.3,0.3,0,0
2017-12-01,THU,DEC,2017,0,0,0,20,101,0.5,-0.9,0,0
2017-12-02,FRI,DEC,2017,0,0,0,20,101,0.0,-3.3,0,0
2017-12-03,SAT,DEC,2017,0,0,0,20,101,3.2,-2.5,0,0
2017-12-04,SUN,DEC,2017,0,0,0,20,101,0.4,0.3,0,0
2017-12-05,MON,DEC,2017,0,0,0,20,101,0.0,2.4,0,0
2017-12-06,TUE,DEC,2017,0,0,0,20,101,0.0,2.4,0,0
2017-12-07,WED,DEC,2017,0,0,0,20,101,5.5,1.7,0,0
2017-12-08,THU,DEC,2017,0,0,0,20,101,3.4,2.3,0,0
2017-12-09,FRI,DEC,2017,0,0,0,20,101,0.0,-1.4,0,0
2017-12-10,SAT,DEC,2017,0,0,0,20,101,6.2,-0.9,0,0
2017-12-11,SUN,DEC,2017,0,0,0,20,101,24.4,4.6,0,0
2017-12-12,MON,DEC,2017,0,0,0,20,101,0.5,1.7,0,0
2017-12-13,TUE,DEC,2017,0,0,0,20,101,14.0,1.1,0,0
2017-12-14,WED,DEC,2017,0,0,0,20,101,8.5,3.7,0,0
2017-12-15,THU,DEC,2017,0,0,0,20,101,7.2,1.6,0,0
2017-12-16,FRI,DEC,2017,0,0,0,20,101,2.6,0.8,0,0
2017-12-17,SAT,DEC,2017,0,0,0,20,101,2.3,0.7,0,0
2017-12-18,SUN,DEC,2017,0,0,0,20,101,0.8,-0.2,0,0
2017-12-19,MON,DEC,2017,0,0,0,20,101,1.8,0.1,0,0
2017-12-20,TUE,DEC,2017,0,0,0,20,101,0.6,1.9,0,0
2017-12-21,WED,DEC,2017,0,0,0,20,101,1.2,4.2,0,0
2017-12-22,THU,DEC,2017,1,0,0,20,101,2.1,6.0,0,0
2017-12-23,FRI,DEC,2017,1,0,1,20,101,0.0,6.4,0,0
2017-12-24,SAT,DEC,2017,1,0,1,20,101,0.0,5.4,0,0
2017-12-25,SUN,DEC,2017,1,1,1,20,101,0.0,2.0,0,0
2017-12-26,MON,DEC,2017,1,1,0,20,101,1.2,1.4,0,0
2017-12-27,TUE,DEC,2017,1,0,0,20,101,1.6,1.5,0,0
2017-12-28,WED,DEC,2017,1,0,0,20,101,0.7,1.3,0,0
2017-12-29,THU,DEC,2017,1,0,0,20,101,8.0,-0.3,0,0
2017-12-30,FRI,DEC,2017,1,0,1,20,101,19.7,4.8,0,0
2017-12-31,SAT,DEC,2017,1,0,1,20,101,2.0,9.9,0,0
2018-01-01,SUN,JAN,2018,1,1,0,20,101,9.1,6.5,0,0
2018-01-02,MON,JAN,2018,1,0,0,20,101,7.2,4.1,0,0
2018-01-03,TUE,JAN,2018,1,0,0,20,101,19.1,6.0,0,0
2018-01-04,WED,JAN,2018,1,0,1,20,101,20.8,6.4,0,0
2018-01-05,THU,JAN,2018,1,0,1,20,101,5.7,7.4,0,0
2018-01-06,FRI,JAN,2018,0,1,0,20,101,1.1,6.3,0,0
2018-01-07,SAT,JAN,2018,0,0,0,20,101,0.0,5.1,0,0
2018-01-08,SUN,JAN,2018,0,0,0,20,101,0.0,4.8,0,0
2018-01-09,MON,JAN,2018,0,0,0,20,101,0.2,4.4,0,0
2018-01-10,TUE,JAN,2018,0,0,0,20,101,1.0,4.6,0,0
2018-01-11,WED,JAN,2018,0,0,0,20,101,0.0,3.4,0,0
2018-01-12,THU,JAN,2018,0,0,0,20,101,0.0,3.2,0,0
2018-01-13,FRI,JAN,2018,0,0,0,20,101,0.0,3.0,0,0
2018-01-14,SAT,JAN,2018,0,0,0,20,101,0.0,0.2,0,0
2018-01-15,SUN,JAN,2018,0,0,0,20,101,11.7,0.4,0,0
2018-01-16,MON,JAN,2018,0,0,0,20,101,12.1,4.6,0,0
2018-01-17,TUE,JAN,2018,0,0,0,20,101,5.3,1.8,0,0
2018-01-18,WED,JAN,2018,0,0,0,20,101,15.0,3.6,0,0
2018-01-19,THU,JAN,2018,0,0,0,20,101,2.7,2.3,0,0
2018-01-20,FRI,JAN,2018,0,0,0,20,101,8.3,0.7,0,0
2018-01-21,SAT,JAN,2018,0,0,0,20,101,2.4,1.0,0,0
2018-01-22,SUN,JAN,2018,0,0,0,20,101,1.6,2.0,0,0
2018-01-23,MON,JAN,2018,0,0,0,20,101,0.0,5.0,0,0
2018-01-24,TUE,JAN,2018,0,0,0,20,101,0.1,7.0,0,0
2018-01-25,WED,JAN,2018,0,0,0,20,101,0.1,7.3,0,0
2018-01-26,THU,JAN,2018,0,0,0,20,101,1.6,6.1,0,0
2018-01-27,FRI,JAN,2018,0,0,0,20,101,0.0,4.4,0,0
2018-01-28,SAT,JAN,2018,0,0,0,20,101,0.1,5.7,0,0
2018-01-29,SUN,JAN,2018,0,0,0,20,101,1.8,7.0,0,0
2018-01-30,MON,JAN,2018,0,0,0,20,101,0.4,4.3,0,0
2018-01-31,TUE,JAN,2018,0,0,0,20,101,12.6,5.5,0,0
2018-02-01,WED,FEB,2018,0,0,0,20,101,2.6,2.0,0,0
2018-02-02,THU,FEB,2018,0,0,0,20,101,2.4,1.0,0,0
2018-02-03,FRI,FEB,2018,0,0,0,20,101,1.3,0.9,0,0
2018-02-04,SAT,FEB,2018,0,0,0,20,101,6.4,-0.6,0,0
2018-02-05,SUN,FEB,2018,0,0,0,20,101,0.0,-2.3,0,0
2018-02-06,MON,FEB,2018,0,0,0,20,101,0.0,-2.4,0,0
2018-02-07,TUE,FEB,2018,0,0,0,20,101,0.0,-3.0,0,0
2018-02-08,WED,FEB,2018,0,0,0,20,101,0.0,-2.4,0,0
2018-02-09,THU,FEB,2018,0,0,0,20,101,0.0,-1.5,0,0
2018-02-10,FRI,FEB,2018,0,0,0,20,101,0.0,0.1,0,0
2018-02-11,SAT,FEB,2018,0,0,0,20,101,2.4,0.9,0,0
2018-02-12,SUN,FEB,2018,1,0,0,20,101,1.1,-1.1,0,0
2018-02-13,MON,FEB,2018,1,0,0,20,101,0.0,-1.9,0,0
2018-02-14,TUE,FEB,2018,1,0,0,20,101,0.0,-3.3,0,0
2018-02-15,WED,FEB,2018,1,0,0,20,101,3.8,0.1,0,0
2018-02-16,THU,FEB,2018,1,0,0,20,101,0.0,1.7,0,0
2018-02-17,FRI,FEB,2018,0,0,0,20,101,1.2,-0.5,0,0
2018-02-18,SAT,FEB,2018,0,0,0,20,101,0.0,-1.8,0,0
2018-02-19,SUN,FEB,2018,0,0,0,20,101,0.0,-1.7,0,0
2018-02-20,MON,FEB,2018,0,0,0,20,101,0.0,-0.8,0,0
2018-02-21,TUE,FEB,2018,0,0,0,20,101,0.0,-0.7,0,0
2018-02-22,WED,FEB,2018,0,0,0,20,101,0.0,-1.4,0,0
2018-02-23,THU,FEB,2018,0,0,0,20,101,0.0,-2.6,0,0
2018-02-24,FRI,FEB,2018,0,0,0,20,101,0.0,-3.2,0,0
2018-02-25,SAT,FEB,2018,0,0,0,20,101,0.0,-5.7,0,0
2018-02-26,SUN,FEB,2018,0,0,0,20,101,0.0,-7.9,0,0
2018-02-27,MON,FEB,2018,0,0,0,20,101,0.0,-9.3,0,0
2018-02-28,TUE,FEB,2018,0,0,0,20,101,0.0,-8.6,0,0
2018-03-01,WED,MAR,2018,0,0,0,20,101,0.0,-5.5,0,0
2018-03-02,THU,MAR,2018,0,0,0,20,101,1.5,-4.6,0,0
2018-03-03,FRI,MAR,2018,0,0,0,20,101,0.6,-1.3,0,0
2018-03-04,SAT,MAR,2018,0,0,0,20,101,0.2,4.3,0,0
2018-03-05,SUN,MAR,2018,0,0,0,20,101,0.0,4.9,0,0
2018-03-06,MON,MAR,2018,0,0,0,20,101,0.0,2.5,0,0
2018-03-07,TUE,MAR,2018,0,0,0,20,101,0.1,4.6,0,0
2018-03-08,WED,MAR,2018,0,0,0,20,101,7.2,5.6,0,0
2018-03-09,THU,MAR,2018,0,0,0,20,101,2.7,4.4,0,0
2018-03-10,FRI,MAR,2018,0,0,0,20,101,1.3,7.3,0,0
2018-03-11,SAT,MAR,2018,0,0,0,20,101,0.2,8.8,0,0
2018-03-12,SUN,MAR,2018,0,0,0,20,101,1.2,8.7,0,0
2018-03-13,MON,MAR,2018,0,0,0,20,101,5.7,6.2,0,0
2018-03-14,TUE,MAR,2018,0,0,0,20,101,0.0,4.4,0,0
2018-03-15,WED,MAR,2018,0,0,0,20,101,0.1,5.5,0,0
2018-03-16,THU,MAR,2018,0,0,0,20,101,1.3,6.5,0,0
2018-03-17,FRI,MAR,2018,0,0,0,20,101,4.2,-1.8,0,0
2018-03-18,SAT,MAR,2018,0,0,0,20,101,1.1,-3.9,0,0
2018-03-19,SUN,MAR,2018,0,0,0,20,101,0.0,-2.9,0,0
2018-03-20,MON,MAR,2018,0,0,0,20,101,0.3,-3.3,0,0
2018-03-21,TUE,MAR,2018,0,0,0,20,101,0.0,-2.9,0,0
2018-03-22,WED,MAR,2018,0,0,0,20,101,1.7,-1.1,0,0
2018-03-23,THU,MAR,2018,0,0,0,20,101,0.3,2.7,0,0
2018-03-24,FRI,MAR,2018,0,0,0,20,101,0.0,3.0,0,0
2018-03-25,SAT,MAR,2018,0,0,0,20,101,0.0,3.8,0,0
2018-03-26,SUN,MAR,2018,1,0,0,20,101,0.1,4.4,0,0
2018-03-27,MON,MAR,2018,1,0,0,20,101,2.6,4.9,0,0
2018-03-28,TUE,MAR,2018,1,0,1,20,101,5.4,7.4,0,0
2018-03-29,WED,MAR,2018,1,0,1,20,101,0.0,4.8,0,0
2018-03-30,THU,MAR,2018,1,1,1,20,101,3.1,6.2,0,0
2018-03-31,FRI,MAR,2018,1,0,1,20,101,0.0,7.1,0,0
2018-04-01,SAT,APR,2018,1,1,1,20,101,2.8,5.9,0,0
2018-04-02,SUN,APR,2018,1,1,0,20,101,0.3,7.2,0,0
2018-04-03,MON,APR,2018,1,0,0,20,101,1.8,13.0,0,0
2018-04-04,TUE,APR,2018,1,0,0,20,101,0.7,11.8,0,0
2018-04-05,WED,APR,2018,1,0,0,20,101,2.9,7.9,0,0
2018-04-06,THU,APR,2018,1,0,0,20,101,0.0,6.2,0,0
2018-04-07,FRI,APR,2018,0,0,0,20,101,0.0,10.6,0,0
2018-04-08,SAT,APR,2018,0,0,0,20,101,0.0,11.9,0,0
2018-04-09,SUN,APR,2018,0,0,0,20,101,0.0,12.3,0,0
2018-04-10,MON,APR,2018,0,0,0,20,101,3.2,12.2,0,0
2018-04-11,TUE,APR,2018,0,0,0,20,101,0.0,11.6,0,0
2018-04-12,WED,APR,2018,0,0,0,20,101,0.0,13.9,0,0
2018-04-13,THU,APR,2018,0,0,0,20,101,28.5,8.3,0,0
2018-04-14,FRI,APR,2018,0,0,0,20,101,0.0,10.8,0,0
2018-04-15,SAT,APR,2018,0,0,0,20,101,0.7,13.2,0,0
2018-04-16,SUN,APR,2018,0,0,0,20,101,0.0,14.2,0,0
2018-04-17,MON,APR,2018,0,0,0,20,101,0.0,13.2,0,0
2018-04-18,TUE,APR,2018,0,0,0,20,101,0.0,14.6,0,0
2018-04-19,WED,APR,2018,0,0,0,20,101,0.0,15.4,0,0
2018-04-20,THU,APR,2018,0,0,0,20,101,0.0,16.0,0,0
